,left_eyebrow_18x,left_eyebrow_18y,left_eyebrow_20x,left_eyebrow_20y,left_eyebrow_22x,left_eyebrow_22y,right_eyebrow_23x,right_eyebrow_23y,right_eyebrow_25x,right_eyebrow_25y,right_eyebrow_27x,right_eyebrow_27y,left_eye38_x,left_eye38_y,right_eye45_x,right_eye45_y,left_lip49_x,left_lip49_y,lip_center_upper52_x,lip_center_upper52_y,right_lip55_x,right_lip55_y,lip_center_lower58_x,lip_center_lower58_y,trans_x,trans_y,trans_z,rot_x,rot_y,rot_z
0,-1.5885162353515625,-0.097930908203125,0.49748992919920454,-0.6075439453125,2.345355987548828,2.44793701171875,-1.8018875122070312,1.4931488037109375,-2.8725738525390767,-2.921356201171875,0.0020904541015909217,-1.4272613525390625,3.0669784545898438,-2.38800048828125,0.7300949096679688,-2.0158233642578125,2.305572509765625,-0.6456565856933594,-0.9079722315073013,-2.8102264404296875,1.0779876708984375,-0.792316436767571,0.880256175994873,3.6984329223632812,0.0014688540250062943,0.00031280331313609903,0.00031280331313609903,0.5818378044444592,-1.6426261136732592,-0.12389330695887368
1,-0.322479248046875,-0.8657379150390909,-1.88525390625,1.627548217773466,1.6771965026855398,2.0639190673828125,1.6399688720703054,0.7978515625,0.47785186767578125,-2.4163818359375284,-1.0177001953125,-2.2303314208984375,0.2603912353515625,-1.1102447509765625,1.0641784667968608,-2.1545257568359375,-0.2676544189453267,-0.729450225830071,0.04019272327423096,-1.2438278198242116,0.5264739990234375,0.5751914978027415,-0.6455535888671866,1.2373657226562642,0.001383509486913681,-0.00043350737541913986,-0.00043350737541913986,-0.17446578148393677,-2.0147319338424436,-0.24770323892316304
2,-2.1079711914062216,3.570831298828125,-4.4543914794921875,-0.262939453125,-2.672138214111328,-1.1165313720703125,3.0152969360351562,-0.35198974609375,1.7661819458007812,-0.15690612792971592,0.3180541992187216,2.204666137695341,1.6944503784179545,-4.1677398681640625,-0.6171722412109375,-5.1460113525390625,-0.0898590087890625,-0.14848709106445312,0.8342178147286177,2.149700164794922,-3.449676513671875,2.164142608642578,-1.552187442779541,0.0032501220703125,-0.001385465264320377,-0.0011897170916199701,-0.0011897170916199701,-0.9921998982512545,0.5499772714402322,-0.07847744258989886
3,-2.465576171875,2.916976928710909,-0.10591888427734375,-2.4073333740234375,0.8290443420410156,-1.7145080566405966,-0.13863754272461648,-1.627578735351591,1.9626235961914062,-1.720916748046875,3.189361572265625,2.54742431640625,2.5167160034179545,-6.518646240234375,-4.462242126464858,-6.2167510986328125,-3.734161376953125,-0.09587860107421164,-0.22334881126880646,0.8356437683105469,0.086883544921875,1.5142898559570312,1.735076904296875,-1.6505279541015625,0.0005645547062158585,-0.001568247564136982,-0.001568247564136982,-0.8650004885206624,-1.375778408701609,-0.7710110172681088
4,0.2440338134765625,-1.629180908203125,-0.2862854003906392,0.7627410888671591,1.6366424560546804,1.60076904296875,-6.511602401733398,1.8119812011718466,-6.527580261230469,-0.3745880126953125,-2.115875244140625,-1.468643188476534,0.5447463989258097,-0.8505859375,2.129699707031264,-1.1165924072265625,0.15053558349609375,0.8209877014160156,-0.648626983165741,2.2567405700683594,-1.4983062744140483,-0.4618644714355469,0.23708558082580433,0.5242385864257955,-0.0036150682717561756,0.001278911717236042,0.001278911717236042,1.3096033290232132,3.6173013430976635,0.5502049635749011
5,-2.3245697021484375,2.154754638671875,-1.8181991577148438,-0.061187744140625,0.6299476623535156,-0.4543304443359091,-2.1600379943847656,0.6420440673828125,-3.757080078125,0.5111236572265625,0.6739349365234375,3.4965667724609375,1.166839599609375,-3.3386688232421875,-0.8220291137695312,-3.945343017578125,1.6421203613281108,2.235614776611314,-0.398823618888855,2.4152679443359375,-1.7007522583007812,1.7568588256835866,-1.531799554824829,-3.368278503417983,-0.002044489607214931,0.0011318633332848566,0.0011318633332848566,1.620886217369613,1.592658025332513,0.47850911235403926
6,-1.6349182128905966,4.876831054687528,-0.41683197021482954,-4.035980224609375,0.11568069458008523,-4.021087646484347,-2.220489501953125,-4.195648193359347,0.718955993652358,-1.624923706054659,-0.4492797851562216,4.654052734375,1.4240570068359375,-3.5399017333984375,0.08235168457032671,-3.2809906005859375,1.2739944458007955,0.29300689697264914,2.090315043926239,0.791858673095696,2.2301025390625,-0.5591316223144602,-0.26764917373657404,-1.2028121948242188,-0.0027918610721826553,-0.0006566382944583875,-0.0006566382944583875,-0.19926757849519028,1.8463882585181661,-0.15800277725493217
7,1.7761230468749432,-1.872421264648466,3.4788818359375,0.165283203125,2.131549835205078,0.794830322265625,-0.9484214782714844,1.826690673828125,-2.1225738525390625,-0.0715179443359375,-0.984954833984375,-2.86456298828125,1.5478286743164205,0.2552337646484375,0.9984970092773438,2.45440673828125,-4.0375213623046875,-0.039634704589850855,-1.0485430639237165,-0.7574691772460938,3.9949493408203125,-1.4090080261230469,1.0396671295166016,1.816886901855483,-0.000614637508988377,0.0014991126954555546,0.0014991126954555546,2.5669857568865395,-0.47111271542220656,0.1800062553074553
8,2.2085418701171875,-1.1688232421875,-0.2742919921875,0.19232177734375,-0.17534637451171875,-0.0608062744140625,-0.8326606750488281,1.432785034179716,-2.113616943359389,-0.313385009765625,-3.561187744140625,-2.56683349609375,-0.24658203125,3.7110595703125,3.3841705322265767,3.04541015625,-0.447784423828125,0.13158798217772727,1.687222570180893,1.2627182006836009,1.0843353271484375,-0.1119232177734375,-0.5286836624145499,1.1127548217773438,-0.003006136044859886,0.00020777434110641653,0.00020777434110641653,0.4666517231872147,2.183743682612394,0.5997045891807224
9,-1.7245788574219034,1.3988189697265625,1.4157485961914205,0.012176513671875,2.7254791259765696,0.984832763671875,2.8885784149169993,2.275863647460966,-0.1493377685547017,1.329757690429716,-1.7888641357421875,-2.6508178710937784,1.3110046386718608,-1.2316436767578125,-0.03144836425782671,0.03692626953125,-0.777305603027358,-0.9327964782714915,-0.47883687913417816,0.6789779663085938,-0.916656494140625,2.5472068786621094,0.068389892578125,-1.1780014038085938,0.003505975008010871,-0.00032000523060560226,-0.00032000523060560226,0.49598546090652373,-4.998350276703543,-0.2487050569028768
